#Name	Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	Protein Name
chromosome	NZ_CP046291.1	988280	989035	+		gloB	FOC20_RS04780	WP_076726082.1	251	hydroxyacylglutathione hydrolase
chromosome	NZ_CP046291.1	989107	990474	+		mltD	FOC20_RS04785	WP_000644706.1	455	MULTISPECIES: murein transglycosylase D
chromosome	NZ_CP046291.1	990530	991300	-			FOC20_RS04790	WP_058331251.1	256	class I SAM-dependent methyltransferase
chromosome	NZ_CP046291.1	991378	992178	-			FOC20_RS04795	WP_001230970.1	266	MULTISPECIES: endonuclease/exonuclease/phosphatase family protein
chromosome	NZ_CP046291.1	992310	993485	-			FOC20_RS04800	WP_076726080.1	391	MFS transporter
chromosome	NZ_CP046291.1	993590	994504	+			FOC20_RS04805	WP_076726079.1	304	LysR family transcriptional regulator
chromosome	NZ_CP046291.1	994525	995328	-		dkgB	FOC20_RS04810	WP_156010245.1	267	"2,5-didehydrogluconate reductase DkgB"
chromosome	NZ_CP046291.1	1001365	1001931	-		gmhB	FOC20_RS04845	WP_001140158.1	188	"MULTISPECIES: D-glycero-beta-D-manno-heptose 1,7-bisphosphate 7-phosphatase"
chromosome	NZ_CP046291.1	1002121	1003152	+		metN	FOC20_RS04850	WP_156010246.1	343	methionine ABC transporter ATP-binding protein MetN
chromosome	NZ_CP046291.1	1003145	1003798	+		metI	FOC20_RS04855	WP_001287486.1	217	MULTISPECIES: methionine ABC transporter permease MetI
chromosome	NZ_CP046291.1	1003837	1004652	+		metQ	FOC20_RS04860	WP_000874215.1	271	MULTISPECIES: methionine ABC transporter substrate-binding lipoprotein MetQ
chromosome	NZ_CP046291.1	1004771	1005175	+		rcsF	FOC20_RS04865	WP_001202315.1	134	MULTISPECIES: Rcs stress response system protein RcsF
chromosome	NZ_CP046291.1	1005172	1005879	+		tsaA	FOC20_RS04870	WP_000093986.1	235	MULTISPECIES: tRNA (N6-threonylcarbamoyladenosine(37)-N6)-methyltransferase TrmO
chromosome	NZ_CP046291.1	1005990	1007708	+		proS	FOC20_RS04875	WP_080108364.1	572	proline--tRNA ligase
chromosome	NZ_CP046291.1	1007782	1008483	-		nlpE	FOC20_RS04880	WP_023203651.1	233	MULTISPECIES: envelope stress response activation lipoprotein NlpE
chromosome	NZ_CP046291.1	1008515	1008937	-		arfB	FOC20_RS04885	WP_000560527.1	140	MULTISPECIES: aminoacyl-tRNA hydrolase
chromosome	NZ_CP046291.1	1008934	1009479	-			FOC20_RS04890	WP_001185319.1	181	MULTISPECIES: YaeQ family protein
chromosome	NZ_CP046291.1	1009677	1009877	+			FOC20_RS04895	WP_001518678.1	66	MULTISPECIES: YaeP family protein
chromosome	NZ_CP046291.1	1009864	1010124	+		rof	FOC20_RS04900	WP_000062330.1	86	MULTISPECIES: Rho-binding antiterminator
chromosome	NZ_CP046291.1	1010208	1011500	-		tilS	FOC20_RS04905	WP_076726075.1	430	tRNA lysidine(34) synthetase TilS
chromosome	NZ_CP046291.1	1011563	1011952	-			FOC20_RS04910	WP_000901088.1	129	MULTISPECIES: VOC family protein
chromosome	NZ_CP046291.1	1012008	1014149	-		ldcC	FOC20_RS04915	WP_001021042.1	713	MULTISPECIES: lysine decarboxylase LdcC
chromosome	NZ_CP046291.1	1014225	1015988	-			FOC20_RS04920	WP_000524167.1	587	MULTISPECIES: chitinase
chromosome	NZ_CP046291.1	1016167	1017126	-		accA	FOC20_RS04925	WP_000055753.1	319	MULTISPECIES: acetyl-CoA carboxylase carboxyl transferase subunit alpha
chromosome	NZ_CP046291.1	1017139	1020621	-		dnaE	FOC20_RS04930	WP_001294832.1	1160	MULTISPECIES: DNA polymerase III subunit alpha
chromosome	NZ_CP046291.1	1020645	1021241	-		rnhB	FOC20_RS04935	WP_000569411.1	198	MULTISPECIES: ribonuclease HII
chromosome	NZ_CP046291.1	1021238	1022386	-		lpxB	FOC20_RS04940	WP_000741216.1	382	MULTISPECIES: lipid-A-disaccharide synthase
chromosome	NZ_CP046291.1	1022386	1023174	-		lpxA	FOC20_RS04945	WP_000565950.1	262	MULTISPECIES: acyl-ACP--UDP-N-acetylglucosamine O-acyltransferase
chromosome	NZ_CP046291.1	1023178	1023633	-		fabZ	FOC20_RS04950	WP_000210741.1	151	MULTISPECIES: 3-hydroxyacyl-ACP dehydratase FabZ
chromosome	NZ_CP046291.1	1023739	1024764	-		lpxD	FOC20_RS04955	WP_001139265.1	341	MULTISPECIES: UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
chromosome	NZ_CP046291.1	1024768	1025253	-		skp	FOC20_RS04960	WP_000758966.1	161	MULTISPECIES: molecular chaperone Skp
chromosome	NZ_CP046291.1	1025376	1027787	-		bamA	FOC20_RS04965	WP_001240922.1	803	MULTISPECIES: outer membrane protein assembly factor BamA
chromosome	NZ_CP046291.1	1027819	1029171	-		rseP	FOC20_RS04970	WP_000949017.1	450	MULTISPECIES: sigma E protease regulator RseP
chromosome	NZ_CP046291.1	1029183	1030040	-		cdsA	FOC20_RS04975	WP_000922422.1	285	MULTISPECIES: phosphatidate cytidylyltransferase
chromosome	NZ_CP046291.1	1030053	1030811	-		ispU	FOC20_RS04980	WP_000947413.1	252	"MULTISPECIES: (2E,6E)-farnesyl-diphosphate-specific ditrans,polycis-undecaprenyl-diphosphate synthase"
chromosome	NZ_CP046291.1	1031124	1032320	-		ispC	FOC20_RS04985	WP_127175599.1	398	1-deoxy-D-xylulose-5-phosphate reductoisomerase
chromosome	NZ_CP046291.1	1032462	1033019	-		frr	FOC20_RS04990	WP_000622423.1	185	MULTISPECIES: ribosome recycling factor
chromosome	NZ_CP046291.1	1033166	1033891	-		pyrH	FOC20_RS04995	WP_000224567.1	241	MULTISPECIES: UMP kinase
chromosome	NZ_CP046291.1	1034036	1034887	-		tsf	FOC20_RS05000	WP_000808106.1	283	MULTISPECIES: translation elongation factor Ts
chromosome	NZ_CP046291.1	1035145	1035870	-		rpsB	FOC20_RS05005	WP_000246886.1	241	MULTISPECIES: 30S ribosomal protein S2
chromosome	NZ_CP046291.1	1036321	1037115	+		map	FOC20_RS05010	WP_001018214.1	264	MULTISPECIES: type I methionyl aminopeptidase
chromosome	NZ_CP046291.1	1037353	1040025	+		glnD	FOC20_RS05015	WP_156010248.1	890	bifunctional uridylyltransferase/uridylyl-removing protein GlnD
chromosome	NZ_CP046291.1	1040055	1040879	+		dapD	FOC20_RS05020	WP_001186673.1	274	"MULTISPECIES: 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase"
chromosome	NZ_CP046291.1	1040916	1042217	-			FOC20_RS05025	WP_000017191.1	433	MHS family MFS transporter
chromosome	NZ_CP046291.1	1042464	1042850	+			FOC20_RS05030	WP_000272193.1	128	MULTISPECIES: DUF3461 family protein
chromosome	NZ_CP046291.1	1042938	1044095	-		cdaR	FOC20_RS05035	WP_000929420.1	385	MULTISPECIES: DNA-binding transcriptional regulator CdaR
chromosome	NZ_CP046291.1	1044248	1045675	-		degP	FOC20_RS05040	WP_000753961.1	475	MULTISPECIES: serine endoprotease DegP
chromosome	NZ_CP046291.1	1045805	1047322	-		dgt	FOC20_RS05045	WP_000146455.1	505	MULTISPECIES: dGTPase
chromosome	NZ_CP046291.1	1047407	1048105	+		mtnN	FOC20_RS05050	WP_000689822.1	232	MULTISPECIES: 5\\'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
chromosome	NZ_CP046291.1	1048098	1048898	+		btuF	FOC20_RS05055	WP_000240676.1	266	vitamin B12 ABC transporter substrate-binding protein BtuF
chromosome	NZ_CP046291.1	1048935	1049558	+			FOC20_RS05060	WP_000964234.1	207	MULTISPECIES: TRIC cation channel family protein
chromosome	NZ_CP046291.1	1049659	1050003	-		erpA	FOC20_RS05065	WP_001278668.1	114	MULTISPECIES: iron-sulfur cluster insertion protein ErpA
chromosome	NZ_CP046291.1	1050085	1051506	-		clcA	FOC20_RS05070	WP_000845430.1	473	MULTISPECIES: H(+)/Cl(-) exchange transporter ClcA
chromosome	NZ_CP046291.1	1051676	1052956	+		hemL	FOC20_RS05075	WP_080108367.1	426	"glutamate-1-semialdehyde 2,1-aminomutase"
chromosome	NZ_CP046291.1	1053047	1055086	-		fhuB	FOC20_RS05080	WP_156010706.1	679	Fe(3+)-hydroxamate ABC transporter permease FhuB
chromosome	NZ_CP046291.1	1055101	1055991	-		fhuD	FOC20_RS05085	WP_156010249.1	296	Fe(3+)-hydroxamate ABC transporter substrate-binding protein FhuD
chromosome	NZ_CP046291.1	1055991	1056788	-		fhuC	FOC20_RS05090	WP_001157204.1	265	MULTISPECIES: Fe3+-hydroxamate ABC transporter ATP-binding protein FhuC
chromosome	NZ_CP046291.1	1056837	1059026	-		fhuA	FOC20_RS05095	WP_156010251.1	729	ferrichrome porin FhuA
chromosome	NZ_CP046291.1	1059319	1061841	-		mrcB	FOC20_RS05100	WP_000918127.1	840	MULTISPECIES: bifunctional glycosyl transferase/transpeptidase
chromosome	NZ_CP046291.1	1061977	1064406	-		hrpB	FOC20_RS05105	WP_196774218.1	809	ATP-dependent helicase HrpB
chromosome	NZ_CP046291.1	1064479	1065009	+		thpR	FOC20_RS05110	WP_001294178.1	176	"MULTISPECIES: RNA 2\\',3\\'-cyclic phosphodiesterase"
chromosome	NZ_CP046291.1	1065026	1065730	+		sfsA	FOC20_RS05115	WP_000899412.1	234	MULTISPECIES: DNA/RNA nuclease SfsA
chromosome	NZ_CP046291.1	1065907	1066362	+		dksA	FOC20_RS05120	WP_001155232.1	151	MULTISPECIES: RNA polymerase-binding protein DksA
chromosome	NZ_CP046291.1	1066431	1067327	+		gluQRS	FOC20_RS05125	WP_000132297.1	298	MULTISPECIES: tRNA glutamyl-Q(34) synthetase GluQRS
chromosome	NZ_CP046291.1	1067468	1068886	+		pcnB	FOC20_RS05130	WP_076726057.1	472	polynucleotide adenylyltransferase PcnB
chromosome	NZ_CP046291.1	1069954	1070538	+			FOC20_RS05140	WP_076726054.1	194	MULTISPECIES: fimbrial protein
chromosome	NZ_CP046291.1	1070997	1071584	+			FOC20_RS05145	WP_076726052.1	195	MULTISPECIES: fimbrial protein
chromosome	NZ_CP046291.1	1071663	1072397	+			FOC20_RS05150	WP_076726050.1	244	fimbrial chaperone
chromosome	NZ_CP046291.1	1072427	1075030	+			FOC20_RS05155	WP_156010254.1	867	outer membrane usher protein
chromosome	NZ_CP046291.1	1075047	1075619	+			FOC20_RS05160	WP_048214911.1	190	MULTISPECIES: fimbrial protein
chromosome	NZ_CP046291.1	1075633	1076226	+			FOC20_RS05165	WP_053071043.1	197	MULTISPECIES: fimbrial protein
chromosome	NZ_CP046291.1	1076233	1076808	+			FOC20_RS05170	WP_076726047.1	191	fimbrial protein
chromosome	NZ_CP046291.1	1076828	1078099	+			FOC20_RS05175	WP_076726045.1	423	fimbrial protein
chromosome	NZ_CP046291.1	1078210	1079004	+		panB	FOC20_RS05180	WP_048214913.1	264	MULTISPECIES: 3-methyl-2-oxobutanoate hydroxymethyltransferase
chromosome	NZ_CP046291.1	1079016	1079870	+		panC	FOC20_RS05185	WP_076726040.1	284	MULTISPECIES: pantoate--beta-alanine ligase
chromosome	NZ_CP046291.1	1079966	1080346	+		panD	FOC20_RS05190	WP_003018640.1	126	MULTISPECIES: aspartate 1-decarboxylase
chromosome	NZ_CP046291.1	1080627	1081232	+			FOC20_RS05195	WP_076726039.1	201	fimbrial protein
chromosome	NZ_CP046291.1	1081312	1082064	+			FOC20_RS05200	WP_156010256.1	250	fimbrial chaperone
chromosome	NZ_CP046291.1	1082132	1084729	+			FOC20_RS05205	WP_156010258.1	865	outer membrane usher protein
chromosome	NZ_CP046291.1	1084752	1085336	+			FOC20_RS05210	WP_082193789.1	194	MULTISPECIES: fimbrial protein
chromosome	NZ_CP046291.1	1085363	1085920	+			FOC20_RS05215	WP_048214919.1	185	MULTISPECIES: fimbrial protein
chromosome	NZ_CP046291.1	1085939	1086538	+			FOC20_RS05220	WP_048214920.1	199	MULTISPECIES: fimbrial protein
chromosome	NZ_CP046291.1	1086551	1087612	+			FOC20_RS05225	WP_048214921.1	353	MULTISPECIES: fimbrial protein StkG
chromosome	NZ_CP046291.1	1087614	1088843	-			FOC20_RS05230	WP_156010259.1	409	polysaccharide deacetylase family protein
chromosome	NZ_CP046291.1	1088905	1089345	-			FOC20_RS05235	WP_000901967.1	146	MULTISPECIES: PTS sugar transporter subunit IIA
chromosome	NZ_CP046291.1	1089450	1090220	-			FOC20_RS05240	WP_000983418.1	256	MULTISPECIES: ABC transporter permease
chromosome	NZ_CP046291.1	1090217	1091143	-			FOC20_RS05245	WP_001523220.1	308	ABC transporter ATP-binding protein
chromosome	NZ_CP046291.1	1091252	1091914	+		can	FOC20_RS05250	WP_000651590.1	220	MULTISPECIES: carbonate dehydratase
chromosome	NZ_CP046291.1	1091972	1092508	-		hpt	FOC20_RS05255	WP_000683342.1	178	MULTISPECIES: hypoxanthine phosphoribosyltransferase
chromosome	NZ_CP046291.1	1092714	1095104	+			FOC20_RS05260	WP_023138984.1	796	MULTISPECIES: pyrroloquinoline quinone-dependent dehydrogenase
chromosome	NZ_CP046291.1	1095182	1096792	-		cueO	FOC20_RS05265	WP_000946058.1	536	MULTISPECIES: multicopper oxidase CueO
chromosome	NZ_CP046291.1	1096994	1097341	+			FOC20_RS05270	WP_000846613.1	115	MULTISPECIES: YacC family pilotin-like protein
chromosome	NZ_CP046291.1	1097448	1098308	+		speE	FOC20_RS05275	WP_156010260.1	286	polyamine aminopropyltransferase
chromosome	NZ_CP046291.1	1098329	1099123	+		speD	FOC20_RS05280	WP_000734279.1	264	MULTISPECIES: adenosylmethionine decarboxylase
chromosome	NZ_CP046291.1	1099153	1099920	-			FOC20_RS05285	WP_000678254.1	255	MULTISPECIES: DeoR/GlpR family DNA-binding transcription regulator
chromosome	NZ_CP046291.1	1099930	1100913	-			FOC20_RS05290	WP_000448749.1	327	MULTISPECIES: D-threonate 4-phosphate dehydrogenase
chromosome	NZ_CP046291.1	1100903	1102174	-			FOC20_RS05295	WP_000783299.1	423	MULTISPECIES: D-threonate kinase
chromosome	NZ_CP046291.1	1102171	1103124	-			FOC20_RS05300	WP_001022089.1	317	MULTISPECIES: 2-keto-3-deoxygluconate permease 1
chromosome	NZ_CP046291.1	1103359	1103721	-			FOC20_RS05305	WP_000384308.1	120	MULTISPECIES: protein YacL
chromosome	NZ_CP046291.1	1103967	1104809	+			FOC20_RS05310	WP_156010261.1	280	HNH endonuclease
chromosome	NZ_CP046291.1	1104870	1107467	-		acnB	FOC20_RS05315	WP_000888956.1	865	MULTISPECIES: bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase
chromosome	NZ_CP046291.1	1107856	1109484	+			FOC20_RS05320	WP_079945049.1	542	DUF3300 domain-containing protein
chromosome	NZ_CP046291.1	1109497	1110288	+			FOC20_RS05325	WP_000757452.1	263	MULTISPECIES: DUF2950 family protein
chromosome	NZ_CP046291.1	1110326	1110610	-			FOC20_RS05330	WP_017465627.1	94	MULTISPECIES: hypothetical protein
chromosome	NZ_CP046291.1	1110899	1112323	-		lpdA	FOC20_RS05335	WP_001537804.1	474	MULTISPECIES: dihydrolipoyl dehydrogenase
chromosome	NZ_CP046291.1	1112524	1114413	-		aceF	FOC20_RS05340	WP_079954554.1	629	pyruvate dehydrogenase complex dihydrolipoyllysine-residue acetyltransferase
chromosome	NZ_CP046291.1	1114428	1117091	-		aceE	FOC20_RS05345	WP_000003840.1	887	"MULTISPECIES: pyruvate dehydrogenase (acetyl-transferring), homodimeric type"
chromosome	NZ_CP046291.1	1117251	1118015	-		pdhR	FOC20_RS05350	WP_000331771.1	254	MULTISPECIES: pyruvate dehydrogenase complex transcriptional repressor PdhR
chromosome	NZ_CP046291.1	1118578	1119951	+		aroP	FOC20_RS05355	WP_001539002.1	457	MULTISPECIES: aromatic amino acid transporter AroP
chromosome	NZ_CP046291.1	1120115	1121521	+			FOC20_RS05360	WP_156010262.1	468	MFS transporter
chromosome	NZ_CP046291.1	1121521	1122471	+			FOC20_RS05365	WP_000024783.1	316	MULTISPECIES: family 43 glycosylhydrolase
chromosome	NZ_CP046291.1	1122563	1123417	-		ampE	FOC20_RS05370	WP_001654571.1	284	beta-lactamase regulator AmpE
chromosome	NZ_CP046291.1	1123414	1123977	-		ampD	FOC20_RS05375	WP_000936326.1	187	"MULTISPECIES: 1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD"
chromosome	NZ_CP046291.1	1124065	1124958	+		nadC	FOC20_RS05380	WP_001135136.1	297	MULTISPECIES: carboxylating nicotinate-nucleotide diphosphorylase
chromosome	NZ_CP046291.1	1125180	1125617	+		ppdD	FOC20_RS05385	WP_000414982.1	145	MULTISPECIES: prepilin peptidase-dependent pilin
chromosome	NZ_CP046291.1	1125627	1127012	+		gspE	FOC20_RS05390	WP_076726013.1	461	type II secretion system protein GspE
chromosome	NZ_CP046291.1	1127002	1128204	+		hofC	FOC20_RS05395	WP_076726011.1	400	protein transport protein HofC
chromosome	NZ_CP046291.1	1128235	1129278	-			FOC20_RS05400	WP_001217365.1	347	MULTISPECIES: GMP reductase
chromosome	NZ_CP046291.1	1129504	1130124	+		coaE	FOC20_RS05405	WP_001270913.1	206	MULTISPECIES: dephospho-CoA kinase
chromosome	NZ_CP046291.1	1130124	1130867	+		zapD	FOC20_RS05410	WP_000557441.1	247	MULTISPECIES: cell division protein ZapD
chromosome	NZ_CP046291.1	1130877	1131068	+		yacG	FOC20_RS05415	WP_001286419.1	63	MULTISPECIES: DNA gyrase inhibitor YacG
chromosome	NZ_CP046291.1	1131065	1132006	-			FOC20_RS05420	WP_023139553.1	313	LysR family transcriptional regulator
chromosome	NZ_CP046291.1	1132092	1133078	+			FOC20_RS05425	WP_156010263.1	328	aldo/keto reductase
chromosome	NZ_CP046291.1	1133112	1133507	-		mutT	FOC20_RS05430	WP_000736058.1	131	MULTISPECIES: 8-oxo-dGTP diphosphatase MutT
chromosome	NZ_CP046291.1	1133659	1136364	-		secA	FOC20_RS05435	WP_000905755.1	901	MULTISPECIES: preprotein translocase subunit SecA
chromosome	NZ_CP046291.1	1136426	1136923	-		secM	FOC20_RS05440	WP_000014336.1	165	MULTISPECIES: secA translation cis-regulator SecM
chromosome	NZ_CP046291.1	1137495	1138781	-			FOC20_RS05445	WP_058331376.1	428	hypothetical protein
chromosome	NZ_CP046291.1	1139348	1140265	-		lpxC	FOC20_RS05450	WP_000595487.1	305	MULTISPECIES: UDP-3-O-acyl-N-acetylglucosamine deacetylase
chromosome	NZ_CP046291.1	1140366	1141517	-		ftsZ	FOC20_RS05455	WP_000462785.1	383	MULTISPECIES: cell division protein FtsZ
chromosome	NZ_CP046291.1	1141578	1142840	-		ftsA	FOC20_RS05460	WP_000588463.1	420	MULTISPECIES: cell division protein FtsA
chromosome	NZ_CP046291.1	1142837	1143667	-		ftsQ	FOC20_RS05465	WP_000075728.1	276	MULTISPECIES: cell division protein FtsQ
chromosome	NZ_CP046291.1	1143669	1144589	-			FOC20_RS05470	WP_000763894.1	306	MULTISPECIES: D-alanine--D-alanine ligase
chromosome	NZ_CP046291.1	1144582	1146057	-		murC	FOC20_RS05475	WP_001096069.1	491	MULTISPECIES: UDP-N-acetylmuramate--L-alanine ligase
chromosome	NZ_CP046291.1	1146176	1147243	-		murG	FOC20_RS05480	WP_023241679.1	355	MULTISPECIES: undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase
chromosome	NZ_CP046291.1	1147240	1148484	-		ftsW	FOC20_RS05485	WP_001239803.1	414	MULTISPECIES: cell division protein FtsW
chromosome	NZ_CP046291.1	1148484	1149800	-		murD	FOC20_RS05490	WP_000796443.1	438	MULTISPECIES: UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase
chromosome	NZ_CP046291.1	1149803	1150885	-		mraY	FOC20_RS05495	WP_000964138.1	360	MULTISPECIES: phospho-N-acetylmuramoyl-pentapeptide-transferase
chromosome	NZ_CP046291.1	1150879	1152237	-		murF	FOC20_RS05500	WP_000626639.1	452	MULTISPECIES: UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
chromosome	NZ_CP046291.1	1152234	1153721	-		murE	FOC20_RS05505	WP_023243396.1	495	"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase"
chromosome	NZ_CP046291.1	1153708	1155474	-		ftsI	FOC20_RS05510	WP_000642235.1	588	MULTISPECIES: peptidoglycan glycosyltransferase FtsI
chromosome	NZ_CP046291.1	1155490	1155855	-		ftsL	FOC20_RS05515	WP_000625651.1	121	MULTISPECIES: cell division protein FtsL
chromosome	NZ_CP046291.1	1155852	1156793	-		rsmH	FOC20_RS05520	WP_000970433.1	313	MULTISPECIES: 16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH
chromosome	NZ_CP046291.1	1156795	1157253	-		mraZ	FOC20_RS05525	WP_156010264.1	152	division/cell wall cluster transcriptional repressor MraZ
chromosome	NZ_CP046291.1	1157859	1158863	-		cra	FOC20_RS05530	WP_000762407.1	334	MULTISPECIES: catabolite repressor/activator
chromosome	NZ_CP046291.1	1159148	1159639	-		ilvN	FOC20_RS05535	WP_001563086.1	163	MULTISPECIES: acetolactate synthase small subunit
chromosome	NZ_CP046291.1	1159642	1161366	-		ilvI	FOC20_RS05540	WP_196774219.1	574	acetolactate synthase 3 large subunit
chromosome	NZ_CP046291.1	1161688	1162632	-		leuO	FOC20_RS05545	WP_024797379.1	314	transcriptional regulator LeuO
chromosome	NZ_CP046291.1	1163289	1163375	+		leuL	FOC20_RS05550	WP_001575587.1	28	MULTISPECIES: leu operon leader peptide
chromosome	NZ_CP046291.1	1163463	1165034	+		leuA	FOC20_RS05555	WP_000082819.1	523	MULTISPECIES: 2-isopropylmalate synthase
chromosome	NZ_CP046291.1	1165034	1166125	+		leuB	FOC20_RS05560	WP_000042336.1	363	MULTISPECIES: 3-isopropylmalate dehydrogenase
chromosome	NZ_CP046291.1	1166128	1167528	+		leuC	FOC20_RS05565	WP_001140632.1	466	MULTISPECIES: 3-isopropylmalate dehydratase large subunit
chromosome	NZ_CP046291.1	1167539	1168144	+		leuD	FOC20_RS05570	WP_000818265.1	201	MULTISPECIES: 3-isopropylmalate dehydratase small subunit
chromosome	NZ_CP046291.1	1168198	1168479	-			FOC20_RS05575	WP_000755258.1	93	MULTISPECIES: DUF5339 family protein
chromosome	NZ_CP046291.1	1168799	1168921	-		sgrT	FOC20_RS05580	WP_000553886.1	40	MULTISPECIES: glucose uptake inhibitor SgrT
chromosome	NZ_CP046291.1	1169014	1170672	+		sgrR	FOC20_RS05585	WP_001139027.1	552	MULTISPECIES: HTH-type transcriptional regulator SgrR
chromosome	NZ_CP046291.1	1170850	1171833	+			FOC20_RS05590	WP_000915326.1	327	MULTISPECIES: thiamine ABC transporter substrate binding subunit
chromosome	NZ_CP046291.1	1171809	1173419	+		thiP	FOC20_RS05595	WP_061424242.1	536	thiamine/thiamine pyrophosphate ABC transporter permease ThiP
chromosome	NZ_CP046291.1	1173403	1174110	+		thiQ	FOC20_RS05600	WP_156010265.1	235	thiamine ABC transporter ATP-binding protein ThiQ
chromosome	NZ_CP046291.1	1174149	1174916	-			FOC20_RS05605	WP_001148369.1	255	MULTISPECIES: DedA family protein
chromosome	NZ_CP046291.1	1175035	1175880	-		araC	FOC20_RS05610	WP_000852387.1	281	MULTISPECIES: arabinose operon transcriptional regulator AraC
chromosome	NZ_CP046291.1	1176221	1177930	+		araB	FOC20_RS05615	WP_079944277.1	569	ribulokinase
chromosome	NZ_CP046291.1	1177941	1179443	+		araA	FOC20_RS05620	WP_052934887.1	500	L-arabinose isomerase
chromosome	NZ_CP046291.1	1179584	1180279	+		araD	FOC20_RS05625	WP_000888690.1	231	MULTISPECIES: L-ribulose-5-phosphate 4-epimerase
chromosome	NZ_CP046291.1	1180285	1180704	-			FOC20_RS05630	WP_001102194.1	139	MULTISPECIES: DUF4751 family protein
chromosome	NZ_CP046291.1	1181420	1182040	+			FOC20_RS05640	WP_076725993.1	206	YdcF family protein
chromosome	NZ_CP046291.1	1182084	1184435	+		polB	FOC20_RS05645	WP_156010266.1	783	DNA polymerase II
chromosome	NZ_CP046291.1	1184609	1187515	+		rapA	FOC20_RS05650	WP_001116966.1	968	MULTISPECIES: RNA polymerase-associated protein RapA
chromosome	NZ_CP046291.1	1187527	1188186	+		rluA	FOC20_RS05655	WP_000525198.1	219	MULTISPECIES: bifunctional tRNA pseudouridine(32) synthase/23S rRNA pseudouridine(746) synthase RluA
chromosome	NZ_CP046291.1	1188281	1189093	-		djlA	FOC20_RS05660	WP_001200595.1	270	MULTISPECIES: co-chaperone DjlA
chromosome	NZ_CP046291.1	1189347	1191707	+		lptD	FOC20_RS05665	WP_000746119.1	786	MULTISPECIES: LPS assembly protein LptD
chromosome	NZ_CP046291.1	1191761	1193047	+		surA	FOC20_RS05670	WP_000800482.1	428	MULTISPECIES: peptidylprolyl isomerase SurA
chromosome	NZ_CP046291.1	1193047	1194036	+		pdxA	FOC20_RS05675	WP_000093001.1	329	MULTISPECIES: 4-hydroxythreonine-4-phosphate dehydrogenase PdxA
chromosome	NZ_CP046291.1	1194033	1194854	+		rsmA	FOC20_RS05680	WP_001065397.1	273	MULTISPECIES: 16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA
chromosome	NZ_CP046291.1	1194857	1195234	+		apaG	FOC20_RS05685	WP_000610894.1	125	MULTISPECIES: Co2+/Mg2+ efflux protein ApaG
chromosome	NZ_CP046291.1	1195245	1196093	+		apaH	FOC20_RS05690	WP_000257211.1	282	MULTISPECIES: bis(5\\'-nucleosyl)-tetraphosphatase (symmetrical) ApaH
chromosome	NZ_CP046291.1	1196199	1196678	-		folA	FOC20_RS05695	WP_000624379.1	159	MULTISPECIES: type 3 dihydrofolate reductase
chromosome	NZ_CP046291.1	1196877	1198739	-		kefC	FOC20_RS05700	WP_000377168.1	620	MULTISPECIES: glutathione-regulated potassium-efflux system protein KefC
chromosome	NZ_CP046291.1	1198732	1199262	-		kefF	FOC20_RS05705	WP_000600706.1	176	MULTISPECIES: glutathione-regulated potassium-efflux system oxidoreductase KefF
chromosome	NZ_CP046291.1	1199816	1201705	-			FOC20_RS05710	WP_156010267.1	629	sulfatase-like hydrolase/transferase
chromosome	NZ_CP046291.1	1202603	1202893	+			FOC20_RS05715	WP_000745961.1	96	MULTISPECIES: DUF1471 family virulence protein SrfN
chromosome	NZ_CP046291.1	1203117	1203533	-			FOC20_RS05720	WP_000767274.1	138	MULTISPECIES: hypothetical protein
chromosome	NZ_CP046291.1	1203825	1204055	-			FOC20_RS05725	WP_001172089.1	76	MULTISPECIES: YgdI/YgdR family lipoprotein
chromosome	NZ_CP046291.1	1204144	1205484	-			FOC20_RS05730	WP_001187057.1	446	MULTISPECIES: MFS transporter
chromosome	NZ_CP046291.1	1205631	1205918	-		fixX	FOC20_RS05735	WP_000203736.1	95	MULTISPECIES: ferredoxin-like protein FixX
chromosome	NZ_CP046291.1	1205915	1207201	-			FOC20_RS05740	WP_023213706.1	428	MULTISPECIES: FAD-dependent oxidoreductase
chromosome	NZ_CP046291.1	1207251	1208192	-			FOC20_RS05745	WP_058116217.1	313	MULTISPECIES: electron transfer flavoprotein subunit alpha/FixB family protein
chromosome	NZ_CP046291.1	1208208	1208978	-			FOC20_RS05750	WP_156010268.1	256	electron transfer flavoprotein FixA
chromosome	NZ_CP046291.1	1209459	1210976	+		caiT	FOC20_RS05755	WP_000787071.1	505	L-carnitine/gamma-butyrobetaine antiport BCCT transporter
